variant,scope,src,dst,description,relation_key,graph_chunk_ids,tracking_chunk_ids,resolved_chunk_ids,src_anchor_score,dst_anchor_score,endpoint_anchor_score,cooccurrence_score,tracking_mismatch,missing_relation_tracking,missing_graph_source,weak_endpoint_binding,both_endpoints_missing,empty_resolved_source,source_excerpt
baseline,graph,Gmina Tarnow,Tarnow County,Gmina Tarnow is a rural administrative district located within Tarnow County.,Gmina Tarnow<SEP>Tarnow County,"[""chunk-82f839250235ced19f561e3085eb2299""]","[""chunk-82f839250235ced19f561e3085eb2299""]","[""chunk-82f839250235ced19f561e3085eb2299""]",0.0,0.0,0.0,0.0,False,False,False,True,True,False,"to Piraeus Bank. Laiki was split into a good and bad bank, the good bank (Cyprus operations) merged with Bank of Cyprus and the bad bank is in the process of being sold and finally shuttered. The board and CEO were replaced on 27 March. The"
baseline,graph,South Canterbury XVIII,Anonymous Cricketer,The unnamed cricketer played for and top-scored for the South Canterbury XVIII cricket team in a match.,Anonymous Cricketer<SEP>South Canterbury XVIII,"[""chunk-e19b39106aac29303f72fd2e28f77d7a""]","[""chunk-e19b39106aac29303f72fd2e28f77d7a""]","[""chunk-e19b39106aac29303f72fd2e28f77d7a""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"1896–97, at the age of 47, he top-scored in each innings for a South Canterbury XVIII against the touring Queensland cricket team.
Passage 9:
Maximiliano Serrano
Maximiliano Serrano (born 5 August 1988) is an Argentine professional football"
baseline,graph,MARSTEL,Mars Telecommunications Orbiter,"Dedicated communication satellites like the Mars Telecommunications Orbiter, considered under concepts such as MARSTEL, are proposed to support missions around Mars.",MARSTEL<SEP>Mars Telecommunications Orbiter,"[""chunk-29051724269aeee5d55b14823a766d47""]","[""chunk-29051724269aeee5d55b14823a766d47""]","[""chunk-29051724269aeee5d55b14823a766d47""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"only about half of the dipoles properly separated from each other, the project was able to successfully experiment and communicate using frequencies in the SHF X band spectrum.An immediate antecedent of the geostationary satellites was the "
baseline,graph,Veera Ballala II,Kanchipuram,Veera Ballala II left a Hoysala army stationed in Kanchi (Kanchipuram) to pursue hostilities with the Telugu Chodas and Kakatiyas.,Kanchipuram<SEP>Veera Ballala II,"[""chunk-fc07e1b0e1c65abab4b71e376556976e""]","[""chunk-fc07e1b0e1c65abab4b71e376556976e""]","[""chunk-fc07e1b0e1c65abab4b71e376556976e""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Passage 1:
Veera Ballala II
Veera Ballala II (Kannada: ವೀರ ಬಲ್ಲಾಳ 2) (r. 1173–1220 CE) was the most notable monarch of the Hoysala Empire. His successes against the Yadavas of Devagiri, the Southern Kalachuris, the Pandyas of Madurai and th"
baseline,graph,David Seidler,The King's Speech,"David Seidler wrote the original screenplay for The King's Speech, for which he won an Academy Award and a BAFTA.",David Seidler<SEP>The King's Speech,"[""chunk-ab2a76c37044245be569fd15dcec3b3a""]","[""chunk-ab2a76c37044245be569fd15dcec3b3a""]","[""chunk-ab2a76c37044245be569fd15dcec3b3a""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"use ""soft light"", but Hooper wanted to use a harsher glare, which gives a more contemporary feel, and thus a greater emotional resonance. To achieve the effect, the lighting team erected huge blackout tents over the Georgian buildings and u"
baseline,graph,Pangi Territory,Beia Sector,The Beia sector is one of the divisions that constitutes Pangi Territory.,Beia Sector<SEP>Pangi Territory,"[""chunk-4afe2a921869c50f6bd31421c9477c8b""]","[""chunk-4afe2a921869c50f6bd31421c9477c8b""]","[""chunk-4afe2a921869c50f6bd31421c9477c8b""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Mountain climbing is permitted by the National Park Service along the Maryland Heights cliffs.

Bibliography
Whitman, T. Stephen, Antietam 1862: Gateway to Emancipation, ABC-CLIO, 2012 ISBN 0313397341.

External links
NPS Maryland Heights B"
baseline,graph,Pangi Territory,Ikama Sector,The Ikama sector is one of the divisions that constitutes Pangi Territory.,Ikama Sector<SEP>Pangi Territory,"[""chunk-4afe2a921869c50f6bd31421c9477c8b""]","[""chunk-4afe2a921869c50f6bd31421c9477c8b""]","[""chunk-4afe2a921869c50f6bd31421c9477c8b""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Mountain climbing is permitted by the National Park Service along the Maryland Heights cliffs.

Bibliography
Whitman, T. Stephen, Antietam 1862: Gateway to Emancipation, ABC-CLIO, 2012 ISBN 0313397341.

External links
NPS Maryland Heights B"
baseline,graph,Pangi Territory,Wakabango Sector,The Wakabango sector is one of the divisions that constitutes Pangi Territory.,Pangi Territory<SEP>Wakabango Sector,"[""chunk-4afe2a921869c50f6bd31421c9477c8b""]","[""chunk-4afe2a921869c50f6bd31421c9477c8b""]","[""chunk-4afe2a921869c50f6bd31421c9477c8b""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Mountain climbing is permitted by the National Park Service along the Maryland Heights cliffs.

Bibliography
Whitman, T. Stephen, Antietam 1862: Gateway to Emancipation, ABC-CLIO, 2012 ISBN 0313397341.

External links
NPS Maryland Heights B"
baseline,graph,Essential Amino Acids,Tryptophan,"Among essential amino acids, tryptophan deprivation is a notable exception as it does not induce transgene reactivation.",Essential Amino Acids<SEP>Tryptophan,"[""chunk-18f6cac3e672e58f6d45bde489f35e72""]","[""chunk-18f6cac3e672e58f6d45bde489f35e72""]","[""chunk-18f6cac3e672e58f6d45bde489f35e72""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"<0.001 (Fisher exact test).
As shown in Fig 1C, the clustering of differentially expressed repeats, according to their expression pattern, reveals profiles comparable to the behavior of the transgene in the same conditions, i.e. upregulatio"
baseline,graph,Essential Amino Acids,Alanine,"Alanine, a non-essential amino acid, is used as a negative control as its deprivation does not induce transgene reactivation.",Alanine<SEP>Essential Amino Acids,"[""chunk-18f6cac3e672e58f6d45bde489f35e72""]","[""chunk-18f6cac3e672e58f6d45bde489f35e72""]","[""chunk-18f6cac3e672e58f6d45bde489f35e72""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"<0.001 (Fisher exact test).
As shown in Fig 1C, the clustering of differentially expressed repeats, according to their expression pattern, reveals profiles comparable to the behavior of the transgene in the same conditions, i.e. upregulatio"
noisefilter,graph,Hans Zimmer,Christopher Nolan,"Christopher Nolan collaborated with Hans Zimmer on *Interstellar*, reassuring him that his initial piano piece provided 'the heart' of the film.",Christopher Nolan<SEP>Hans Zimmer,"[""chunk-48dabdf899dc7290d08f6f3baecde983""]","[""chunk-48dabdf899dc7290d08f6f3baecde983""]","[""chunk-48dabdf899dc7290d08f6f3baecde983""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"concept of the film, though it had not yet been written. Zimmer was originally skeptical, noting that he had written a ""tiny, tiny little fragile"" piece while Nolan had described an intense, epic space film. However, Nolan reassured Zimmer "
noisefilter,graph,The Witch of Atlas,Mythical Creatures,"The Witch's beauty and gentleness draw all manner of savage and mythical creatures to her, taming them.",Mythical Creatures<SEP>The Witch of Atlas,"[""chunk-6ee4cc76b6f9cbd8b3caa37389827b00""]","[""chunk-6ee4cc76b6f9cbd8b3caa37389827b00""]","[""chunk-6ee4cc76b6f9cbd8b3caa37389827b00""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Produced by Sue Asscher









The Witch of Atlas


by

Percy Bysshe Shelley





 TO MARY
 (ON HER OBJECTING TO THE FOLLOWING POEM, UPON THE
 SCORE OF ITS CONTAINING NO HUMAN INTEREST).

 1.
 How, my dear Mary,--are you critic-bitten
 (F"
noisefilter,graph,Mary,Reviews,"Mary is described as being ""critic-bitten"" by some review, which caused her to condemn the poet's verses.",Mary<SEP>Reviews,"[""chunk-6ee4cc76b6f9cbd8b3caa37389827b00""]","[""chunk-6ee4cc76b6f9cbd8b3caa37389827b00""]","[""chunk-6ee4cc76b6f9cbd8b3caa37389827b00""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Produced by Sue Asscher









The Witch of Atlas


by

Percy Bysshe Shelley





 TO MARY
 (ON HER OBJECTING TO THE FOLLOWING POEM, UPON THE
 SCORE OF ITS CONTAINING NO HUMAN INTEREST).

 1.
 How, my dear Mary,--are you critic-bitten
 (F"
noisefilter,graph,Dual Formulation,Worldline,The dual variables in the formulation provide more information in terms of world lines (like baryon loops) compared to the usual fermion determinant.,Dual Formulation<SEP>Worldline,"[""chunk-092937197cc2e36dfd69d4fdc8f03183""]","[""chunk-092937197cc2e36dfd69d4fdc8f03183""]","[""chunk-092937197cc2e36dfd69d4fdc8f03183""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Paper Info

Title: Nuclear Liquid-Gas Transition in the Strong Coupling Regime of Lattice QCD
Publish Date: 28 Mar 2023
Author List: J Kim (from Institute for Advanced Simulation (IAS-4), Forschungszentrum Jülich), P Pattanaik (from Fakultä"
noisefilter,graph,Monomer-Dimer Enumeration,Exact Enumeration,"As part of the exact enumeration strategy for small volumes, a monomer-dimer enumeration using a depth-first algorithm is performed on available sites.",Exact Enumeration<SEP>Monomer-Dimer Enumeration,"[""chunk-092937197cc2e36dfd69d4fdc8f03183""]","[""chunk-092937197cc2e36dfd69d4fdc8f03183""]","[""chunk-092937197cc2e36dfd69d4fdc8f03183""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"Paper Info

Title: Nuclear Liquid-Gas Transition in the Strong Coupling Regime of Lattice QCD
Publish Date: 28 Mar 2023
Author List: J Kim (from Institute for Advanced Simulation (IAS-4), Forschungszentrum Jülich), P Pattanaik (from Fakultä"
noisefilter,graph,Pitch Clock,Game Pace,"The pitch clock was introduced by MLB for the 2023 season to regulate the pace of the game, addressing increased game times and pitcher delays.",Game Pace<SEP>Pitch Clock,"[""chunk-ed0235bedfd2b2fb10e72a09135ce0c9""]","[""chunk-ed0235bedfd2b2fb10e72a09135ce0c9""]","[""chunk-ed0235bedfd2b2fb10e72a09135ce0c9""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"to the reserve-clause contracts. The agreement also set up a formal classification system for minor leagues, the forerunner of today's system that was refined by Branch Rickey.

Other recognized leagues
Several other early defunct baseball "
noisefilter,graph,George Mitchell,Bud Selig,MLB Commissioner Bud Selig appointed former Senator George Mitchell to investigate the use of performance-enhancing drugs in baseball.,Bud Selig<SEP>George Mitchell,"[""chunk-ce6020d4fee0b4440f5e798273d00460""]","[""chunk-ce6020d4fee0b4440f5e798273d00460""]","[""chunk-ce6020d4fee0b4440f5e798273d00460""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"and away. Furthermore, each team has an interleague ""natural rival"" (in many cases its counterpart in the same metro area) with which it plays two home games and two away games each year.
With an odd number of teams in each league (15), it "
noisefilter,graph,Pun Detection,O-BIO Scheme,The O-BIO scheme yields better performance on pun detection compared to the O-C scheme by better modeling structural constraints.,O-BIO Scheme<SEP>Pun Detection,"[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]","[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]","[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Introduction
There exists a class of language construction known as pun in natural language texts and utterances, where a certain word or other lexical items are used to exploit two or more separate meanings. It has been shown that understa"
noisefilter,graph,Pun Location,O-BIO Scheme,The O-BIO scheme yields better performance on pun location compared to the O-C scheme by better modeling structural constraints.,O-BIO Scheme<SEP>Pun Location,"[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]","[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]","[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Introduction
There exists a class of language construction known as pun in natural language texts and utterances, where a certain word or other lexical items are used to exploit two or more separate meanings. It has been shown that understa"
noisefilter,graph,BiLSTM-CRF Model,O-BIO Scheme,The O-BIO tagging scheme is the specific scheme used in the BiLSTM-CRF model to enforce the structural constraint of a single pun.,BiLSTM-CRF Model<SEP>O-BIO Scheme,"[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]","[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]","[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Introduction
There exists a class of language construction known as pun in natural language texts and utterances, where a certain word or other lexical items are used to exploit two or more separate meanings. It has been shown that understa"
noisefilter,graph,Tagging Scheme,O-BIO Scheme,The term 'Tagging Scheme' refers to the 'O-BIO Scheme' specifically designed to capture the constraint of a maximum of one pun per context.,O-BIO Scheme<SEP>Tagging Scheme,"[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]","[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]","[""chunk-bb0f7fee5d4e744557a79b1061ff32f0""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Introduction
There exists a class of language construction known as pun in natural language texts and utterances, where a certain word or other lexical items are used to exploit two or more separate meanings. It has been shown that understa"
noisefilter,graph,Statistical Inference,Maximum Likelihood,Maximum likelihood is a standard technique within statistical inference for predicting interaction couplings.,Maximum Likelihood<SEP>Statistical Inference,"[""chunk-9cfd0b99801452f2366cc5d4c7dd7769""]","[""chunk-9cfd0b99801452f2366cc5d4c7dd7769""]","[""chunk-9cfd0b99801452f2366cc5d4c7dd7769""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"\section{Introduction}
Given a data set and a model with some unknown parameters, the inverse problem aims to find the values of the model parameters that best fit the data.  
In this work, in which we focus on systems of interacting elemen"
noisefilter,graph,Maximum Likelihood,Partition Function,"The maximum likelihood technique requires the evaluation of the partition function, which is computationally expensive.",Maximum Likelihood<SEP>Partition Function,"[""chunk-9cfd0b99801452f2366cc5d4c7dd7769""]","[""chunk-9cfd0b99801452f2366cc5d4c7dd7769""]","[""chunk-9cfd0b99801452f2366cc5d4c7dd7769""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"\section{Introduction}
Given a data set and a model with some unknown parameters, the inverse problem aims to find the values of the model parameters that best fit the data.  
In this work, in which we focus on systems of interacting elemen"
noisefilter,graph,Pseudo-Likelihood Method,L2 Regularization,"The Pseudo-Likelihood Method can be used with L2 Regularization as an alternative technique for network inference, and their performances are compared in the study.",L2 Regularization<SEP>Pseudo-Likelihood Method,"[""chunk-6abbfd7b5c860164e2d417ac304faeb6""]","[""chunk-6abbfd7b5c860164e2d417ac304faeb6""]","[""chunk-6abbfd7b5c860164e2d417ac304faeb6""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"plings are plotted sorted in descending order.}  
   	\label{Jor1_dec}
   \end{figure}
   
\begin{figure}[t!]
    	\centering
    	\includegraphics[width=1\linewidth]{Jor3_dec_JRJI_soJRJI_TPJRJI}
    	\caption{XY model on a 2D lattice with "
noisefilter,graph,France,Narrator,"The narrator is intensely attracted to French culture and has taken up residence in a French family to experience ""real French life.""",France<SEP>Narrator,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Marie Ragghianti,Marie (Film),The story of Marie Ragghianti exposing corruption was adapted into the 1985 film titled *Marie*.,Marie (Film)<SEP>Marie Ragghianti,"[""chunk-0afb14a93b7e65dba7bb08d51e214828""]","[""chunk-0afb14a93b7e65dba7bb08d51e214828""]","[""chunk-0afb14a93b7e65dba7bb08d51e214828""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"-lis logo on his mask. The UFC Welterweight Champion from 2006 to 2013, Georges St-Pierre, has a tattoo of the fleur-de-lis on his right calf. The IT University of Copenhagen's soccer team ITU F.C. has it in their logo. France uses the symb"
noisefilter,graph,T*,Numerical Renormalization Group (NRG),"The NRG method is used to calculate points for T*, which are then fitted to a theoretical formula involving coefficients a and b from equation Tstar.",Numerical Renormalization Group (NRG)<SEP>T*,"[""chunk-f344bd28c7909e782eeb77a0ac017996""]","[""chunk-f344bd28c7909e782eeb77a0ac017996""]","[""chunk-f344bd28c7909e782eeb77a0ac017996""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"ishes $T^*$.
For the same values of $J^{\mathrm{eff}}$, the dependence of $G(T)$ for $t=0$ and $\GS{}>0$ is hardly different 
from the one for $\GS{}=0$ and $t>0$ for $T\geq T^*$ (results not shown).
However, $G(T)$ saturates at residual va"
noisefilter,graph,Corbin High,Corbin Redhounds,Corbin High School's athletic teams are known as the Corbin Redhounds.,Corbin High<SEP>Corbin Redhounds,"[""chunk-6729ef0dfe123adc47bf22d012494741""]","[""chunk-6729ef0dfe123adc47bf22d012494741""]","[""chunk-6729ef0dfe123adc47bf22d012494741""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"is the current mayor. Trent Knuckles, David Grigsby Hart, Ed Tye, and Andrew Pennington are its four current commissioners.Corbin is one of the few cities in Kentucky that lie in two counties—Whitley and Knox. Many built-up areas in neighbo"
noisefilter,graph,John Cabot,Postage Stamps,Postage stamps were issued by Newfoundland in 1897 and 1947 to commemorate anniversaries of Cabot's voyage.,John Cabot<SEP>Postage Stamps,"[""chunk-510f30f9cd1c3642f4b39cadd6811af4""]","[""chunk-510f30f9cd1c3642f4b39cadd6811af4""]","[""chunk-510f30f9cd1c3642f4b39cadd6811af4""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"400th anniversary.
Denis William Eden painting: John Cabot and his sons receive the charter from Henry VII to sail in search of new lands (1910), at Houses of Parliament.
Giovanni Caboto Club (est. 1925), an Italian club located in Windsor,"
noisefilter,graph,Skull,Hyoid Bone,The Hyoid Bone is listed as part of the human skull's bone count in the text.,Hyoid Bone<SEP>Skull,"[""chunk-eead1098c1682ff41a41e3abdcdd32df""]","[""chunk-eead1098c1682ff41a41e3abdcdd32df""]","[""chunk-eead1098c1682ff41a41e3abdcdd32df""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"counted as facial)
Ethmoid bone (sometimes counted as facial)
Facial bones (15)
Nasal bones (2)
Maxillae (upper jaw) (2)
Lacrimal bone (2)
Zygomatic bone (cheek bones) (2)
Palatine bone (2)
Inferior nasal concha (2)
Vomer (1)
Hyoid bone (1)"
noisefilter,graph,5para,α,"For the closed-shell 5para species, orbital α corresponds to the LUMO, as observed via STM imaging at 1.6 V.",5para<SEP>α,"[""chunk-70349531a09c34dbadb3a417c2fef411""]","[""chunk-70349531a09c34dbadb3a417c2fef411""]","[""chunk-70349531a09c34dbadb3a417c2fef411""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"of the orbital densities of SOMOs, and not the hybridized HOMO and LUMO, proves the open-shell ground state of assigned 5OS.
Measurements of the monoradical species with a doublet ground state are shown in Supplementary Fig. . Unexpectedly,"
noisefilter,graph,5para,β,"For the closed-shell 5para species, orbital β corresponds to the HOMO, as observed via STM imaging at -1.4 V.",5para<SEP>β,"[""chunk-70349531a09c34dbadb3a417c2fef411""]","[""chunk-70349531a09c34dbadb3a417c2fef411""]","[""chunk-70349531a09c34dbadb3a417c2fef411""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"of the orbital densities of SOMOs, and not the hybridized HOMO and LUMO, proves the open-shell ground state of assigned 5OS.
Measurements of the monoradical species with a doublet ground state are shown in Supplementary Fig. . Unexpectedly,"
noisefilter,graph,E.R.,Steven Spielberg,"Steven Spielberg was attached as an executive producer behind the scenes, lending his name and credibility to E.R.'s early development.",E.R.<SEP>Steven Spielberg,"[""chunk-d05c59fe3c514c26179343553b469fd3""]","[""chunk-d05c59fe3c514c26179343553b469fd3""]","[""chunk-d05c59fe3c514c26179343553b469fd3""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"in the former Linda Vista Hospital in Los Angeles, an old facility that had ceased operating in 1990. A set modeled after Los Angeles County General Hospital's emergency room was built soon afterward at the Warner Bros. studios in Burbank, "
noisefilter,graph,E.R.,Michael Crichton,Michael Crichton was an executive producer of E.R. from its inception until his death and was credited throughout the final season.,E.R.<SEP>Michael Crichton,"[""chunk-d05c59fe3c514c26179343553b469fd3""]","[""chunk-d05c59fe3c514c26179343553b469fd3""]","[""chunk-d05c59fe3c514c26179343553b469fd3""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"in the former Linda Vista Hospital in Los Angeles, an old facility that had ceased operating in 1990. A set modeled after Los Angeles County General Hospital's emergency room was built soon afterward at the Warner Bros. studios in Burbank, "
noisefilter,graph,Boston,Narrator,"The narrator originates from Boston but critiques it for lacking sympathy with the artistic temperament and the ability to ""live"" aesthetically.",Boston<SEP>Narrator,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Minicio River,Po River,The Mincio River flows into the Po River at the location of Governolo.,Minicio River<SEP>Po River,"[""chunk-4cfce0dba42d515dc8b4f7eb2237f017""]","[""chunk-4cfce0dba42d515dc8b4f7eb2237f017""]","[""chunk-4cfce0dba42d515dc8b4f7eb2237f017""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"(Valsugana) southward to Bassano del Grappa. An army that held both Trento and Bassano could move troops and supplies between the two places free from French interference.

Operations
Bonaparte posted General of Division Claude Vaubois with"
noisefilter,graph,Madame de Maisonrouge,Narrator,The narrator is boarding at Madame de Maisonrouge's pension as part of his effort to immerse himself in European life.,Madame de Maisonrouge<SEP>Narrator,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Violet Ray,Mr. Ray,"Violet Ray's father, Mr. Ray, insists that she and her mother stay in Madame de Maisonrouge's boarding-house against her wishes before he returns to America.",Mr. Ray<SEP>Violet Ray,"[""chunk-9d3c390f7472d355a946c406ed799bd0""]","[""chunk-9d3c390f7472d355a946c406ed799bd0""]","[""chunk-9d3c390f7472d355a946c406ed799bd0""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Transcribed from the 1887 Macmillan and Co. edition by David Price, email
ccx074@coventry.ac.uk.  Proofing by Andy McLauchan and David Stapleton.





A BUNDLE OF LETTERS
by Henry James


CHAPTER I


FROM MISS MIRANDA MOPE, IN PARIS, TO MRS"
noisefilter,graph,Louis Leverett,European Travel,"Louis Leverett is in Europe, specifically Paris, with the aim of truly living and feeling, seeking sensations and adventures beyond superficial tourism.",European Travel<SEP>Louis Leverett,"[""chunk-9d3c390f7472d355a946c406ed799bd0""]","[""chunk-9d3c390f7472d355a946c406ed799bd0""]","[""chunk-9d3c390f7472d355a946c406ed799bd0""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Transcribed from the 1887 Macmillan and Co. edition by David Price, email
ccx074@coventry.ac.uk.  Proofing by Andy McLauchan and David Stapleton.





A BUNDLE OF LETTERS
by Henry James


CHAPTER I


FROM MISS MIRANDA MOPE, IN PARIS, TO MRS"
noisefilter,graph,Living,Narrator,"The narrator's central philosophy is the imperative to ""live"" consciously, freely, and sensuously, which guides his actions in Europe.",Living<SEP>Narrator,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,Harvard,"The narrator writes a letter to Harvard, sharing his thoughts on life, travel, and his artistic temperament.",Harvard<SEP>Narrator,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,Balzac,"The narrator admires Balzac for his realistic depictions of Parisian life, which have haunted his imagination.",Balzac<SEP>Narrator,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,Artistic Temperament,"The narrator possesses and advocates for the artistic temperament, feeling it is misunderstood in Boston.",Artistic Temperament<SEP>Narrator,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,The Johnsons,"The narrator previously traveled with the Johnsons, whose didactic and non-aesthetic nature contrasted with his own temperament.",Narrator<SEP>The Johnsons,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,Pater,"The narrator references Pater's idea that life is an art, aligning with his own aesthetic philosophy.",Narrator<SEP>Pater,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,Théophile Gautier,The narrator regrets that Gautier died before he could meet him to express his admiration.,Narrator<SEP>Théophile Gautier,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,0.0,0.0,0.0,False,False,False,True,True,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
